Company name,Email,E-Mail-Typ,Phone,URL 1,Address,Stadt,Bundesland
Pflegedienst ASISA-Vitalles GmbH,info@asisa-vitalles.de,Sammelpostfach,0234 5167352,,"Südring 15, 44787 Bochum",Bochum,Nordrhein-Westfalen
Pflegedienst Askarov Rashid Askarov,rashidaskarov@gmail.com,Persönlich,030 65857947,,"Schustehrusstraße 28, 10585 Berlin",Berlin,Berlin
Pflegedienst AS Ralf Franken,kontakt@pflegedienst-as.de,Sammelpostfach,02163 80812,,"Adam-Houx-Str. 22, 41372 Niederkrüchten",Niederkrüchten,Nordrhein-Westfalen
Pflegedienst Astrid Liebmann GmbH,empfang@pflegedienst-l.de,Sammelpostfach,03493 514858,,"Schulstr. 16, 06792 Sandersdorf",Sandersdorf,Sachsen-Anhalt
Pflegedienst ASTRUM GmbH,,,0178 6941912,,"Dorstener Str. 399, 44809 Bochum",Bochum,Nordrhein-Westfalen
Pflegedienst ATEK,kontakt@pflegeatek.de,Sammelpostfach,030 220138780,,"Wolfener Straße 32-34, 12681 Berlin",Berlin,Berlin
Pflegedienst Atlanta Falkensee Baran & Peskina GbR,atlanta.wg@gmx.de,Persönlich,0176 72358910,,"Falkenhagener Str. 35, 14612 Falkensee",Falkensee,Brandenburg
Pflegedienst Augenblick,service@augenblick-pflegedienst.de,Sammelpostfach,08331 9959201,,"Im Oberdorf 1 , 87700 Memmingen",Memmingen,Bayern
Pflegedienst Aulatal Erhardt Lysander Häusliche Krankenpflege,,,,,"Bahnhofstr. 8, 36280 Oberaula",Oberaula,Hessen
Pflegedienst Aurelia,codrutapop08@gmail.com,Persönlich,09966 9020099,,"Bogenroither Straße 15 , 94344 Wiesenfelden",Wiesenfelden,Bayern
Pflegedienst Aurich & Gerlach  GmbH & Co. KG,pd.aurich.gerlach@gmail.com,Persönlich,03725 371738,,"Dorfblick 2, 09439 Amtsberg",Amtsberg,Sachsen
Pflegedienst Aurich Inh. Paul Aurich,info@aurich-pflegedienst.com,Sammelpostfach,034297 186608,,"Händelstraße 1, 04288 Leipzig",Leipzig,Sachsen
Pflegedienst AURIUS,mehtaptorprak82@hotmail.com,Persönlich,0511 78604079,,"Vahrenheider Markt 21, 30179 Hannover",Hannover,Niedersachsen
Pflegedienst Auxilium 2 Inh. Tatjana Antonovic Ambulante Pflege,,,06073 7257608,,"Ziegelhüttenstr. 51 a, 64832 Babenhausen",Babenhausen,Hessen
Pflegedienst AVALON Simone Müller,,,06102 5745105,,"Robert-Koch-Str. 1, 63263 Neu-Isenburg",Neu-Isenburg,Hessen
"Pflegedienst ""Aveo""",pflegedienst@lebenshilfe-um.de,Sammelpostfach,03332 839945,http://www.lebenshilfe-uckermark.de,"Berliner Str. 143, 16303 Schwedt/Oder",Schwedt/Oder,Brandenburg
Pflegedienst Avero UG (haftungsbeschränkt)  Ambulante Pflege,,,,,"Liststr. 17, 70180 Stuttgart",Stuttgart,Baden-Württemberg
Pflegedienst Avicenna GmbH,,,06151 8706630,,"Groß-Gerauer-Weg 57, 64295 Darmstadt",Darmstadt,Hessen
Pflegedienst AVITA GmbH,,,0611 90057050,,"Rheinstr. 27, 65185 Wiesbaden",Wiesbaden,Hessen
"Pflegedienst ""Avocado"" UG  (haftungsbeschränkt)",info@pflege-avocado.de,Sammelpostfach,030 83209484,,"Alt-Friedrichsfelde 85, 10315 Berlin",Berlin,Berlin
Pflegedienst Axenath,pflegedienst-axenath@t-online.de,Sammelpostfach,0170 1041784,,"Langestraße 15, 19372 Groß Godems",Groß Godems,Brandenburg
Pflegedienst A-Z,,,06074 7291111,,"Offenbacher Str. 62 - 64, 63128 Dietzenbach",Dietzenbach,Hessen
Pflegedienst Azadi GmbH,m.qadiri@pflegedienst-azadi.de,Persönlich,040 56116766,,"Hauptsraße 38i, 22885 Barsbüttel",Barsbüttel,Schleswig-Holstein
Pflegedienst Babo GmbH,info@pflegebabo.de,Sammelpostfach,030 89619653,,"Romain-Rolland-Str. 137, 13089 Berlin",Berlin,Berlin
Pflegedienst Bad Emstal Inh. Thomas Bräutigam SGB V + SGB XI,,,,,"Im Tor 14, 34308 Bad Emstal",Bad Emstal,Hessen
Pflegedienst Badenstedt,info@pflegedienst-badenstedt.de,Sammelpostfach,0511 70031373,http://www.pflegedienst-badenstedt.de,"Salzweg 14, 30455 Hannover",Hannover,Niedersachsen
Pflegedienst Bader GmbH   Ambulante Pflege,,,0711 888660033,,"Hirschstr. 22, 70771 Leinfelden-Echterdingen",Leinfelden-Echterdingen,Baden-Württemberg
Pflegedienst Bade und Hauschildt GmbH,info@pflegedienst-bade-hauschildt.de,Sammelpostfach,04101 8051657,https://www.pflegedienst-bade-hauschildt.de,"Hauptstraße 48, 25462 Rellingen",Rellingen,Schleswig-Holstein
Pflegedienst Bäderdreieck,info@pflegedienst-baederdreieck.de,Sammelpostfach,08531 41704,http://www.pflegedienst-baederdreieck.de,"Berger Str. 5 , 94060 Pocking",Pocking,Bayern
Pflegedienst BAERenstark Birgit Barham-Weiß,,,02686 9887488,,"Retteser Str. 4, 57635 Fiersbach",Fiersbach,Nordrhein-Westfalen
Pflegedienst Bahr GmbH,info@bahr-pflege.de,Sammelpostfach,0211 15206124,,"Kölner Landstr. 128, 40591 Düsseldorf",Düsseldorf,Nordrhein-Westfalen
Pflegedienst Balance UG,info@pflegedienstbalance.de,Sammelpostfach,02325 5832800,,"Herzogstraße 8, 44651 Herne",Herne,Nordrhein-Westfalen
Pflegedienst Baldur GmbH,info@pflegedienstbaldur.de,Sammelpostfach,0351 27180151,,"Grillenburger Straße 6, 01159 Dresden",Dresden,Sachsen
Pflegedienst Bal GmbH   Ambulanter Pflegedienst,,,,,"Hindenburgstr. 53, 73760 Ostfildern",Ostfildern,Baden-Württemberg
Pflegedienst Balthasar,papenburg@pflegedienst-balthasar.de,Persönlich,04961 7681510,,"Hauptkanal links 79 - 81, 26871 Papenburg",Papenburg,Niedersachsen
Pflegedienst Balzer Christian Balzer Ambulante Pflege,,,02661 939677,,"Ahornweg 4, 57520 Neunkhausen",Neunkhausen,Nordrhein-Westfalen
Pflegedienst Barbara Buse GmbH,pflegedienst.barbara.buse@eclipso.de,Sammelpostfach,033397 299530,http://www.pflegedienst-barbara-buse.blogspot.com,"Prenzlauer Chaussee 149, 16348 Wandlitz",Wandlitz,Brandenburg
Pflegedienst Bartels GmbH,mail@pflege-bartels.de,Sammelpostfach,05371 936631,http://www.pflege-bartels.de,"Hamburger Straße 97, 38518 Gifhorn",Gifhorn,Niedersachsen
Pflegedienst Basilika GmbH Ambulanter Pflegedienst,,,,,"Am Hang 16 a, 64720 Michelstadt",Michelstadt,Hessen
Pflegedienst Bastian Kempa ... in guten Händen,bastian.Kempa@pflegedienst-kempa.de,Persönlich,03987 74877,http://www.pflegedienst-kempa.de,"Obere Mühlenstr. 10 a, 17268 Templin",Templin,Mecklenburg-Vorpommern
Pflegedienst Baudach,,,02365 56080,,"Loerstr. 32, 45768 Marl",Marl,Nordrhein-Westfalen
Pflegedienst Bauer GmbH   ambulanter Pflegedienst,pflegedienstmonikabauer@gmail.com,Persönlich,,,"Neckarstr. 98, 78056 Villingen-Schwenningen",Villingen-Schwenningen,Baden-Württemberg
Pflegedienst Bayer,info@pflege-herrieden.de,Sammelpostfach,09825 9271022,http://www.pflege-herrieden.de,"Industriestraße 2 , 91567 Herrieden",Herrieden,Bayern
Pflegedienst Bayram,info@pflegedienst-bayram.de,Sammelpostfach,02373 9611801,https://www.pflegedienst-bayram.de,"Lendringser Hauptstr. 37, 58710 Menden",Menden,Nordrhein-Westfalen
Pflegedienst Beasus GmbH,,,0711 7354829,,"Robert-Leicht-Str. 15, 70563 Stuttgart",Stuttgart,Baden-Württemberg
Pflegedienst Beate Clasen GmbH,,,040 30034980,,"Holstenstraße 194 a, 22765 Hamburg",Hamburg,Hamburg
Pflegedienst Becker GmbH,c.b.tinka@t-online.de,Persönlich,02267 8881322,,"Ostlandstr. 14, 51688 Wipperfürth",Wipperfürth,Nordrhein-Westfalen
Pflegedienst Beck GmbH,info@pflegedienst-beck.de,Sammelpostfach,03341 4493055,,"Am Markt 21, 15345 Eggersdorf",Eggersdorf,Brandenburg
Pflegedienst Bednarski GmbH,info@mein-pflege.team,Sammelpostfach,02365 2000197,http://www.mein-pflege.team,"Bergstraße 171, 45770 Marl",Marl,Nordrhein-Westfalen
Pflegedienst Bedrich  ambulante Kranken- und Altenpflege,pflegedienst@bedrich-web.de,Sammelpostfach,0351 4164997,,"Borsbergstraße 14, 01309 Dresden",Dresden,Sachsen
Pflegedienst BEESKOMM,pflege@beeskomm.de,Sammelpostfach,03366 2579902,,"Bodelschwinghstr. 2 - 3, 15848 Beeskow",Beeskow,Brandenburg
Pflegedienst bei den Linden GmbH,info@pflegedienst-bei-den-linden.de,Sammelpostfach,02545 5329717,,"Oberdarfeld 7, 48720 Rosendahl",Rosendahl,Nordrhein-Westfalen
Pflegedienst beim Roten Kreuz,pflegedienst@sozialdienstleister.de,Sammelpostfach,03643 867610,,"A.-Lincoln-Straße 35, 99423 Weimar",Weimar,Thüringen
Pflegedienst Beinert GmbH,,,03475 715907,,"An der Karl-Marx-Str. 9, 06317 Seegebiet Mansfelder Land",Seegebiet Mansfelder Land,Sachsen-Anhalt
Pflegedienst belami Alten- und Krankenpflege,belami-pflege@t-online.de,Persönlich,089 85683895,,"Verdistr. 45 , 81247 München",München,Bayern
Pflegedienst Benningsfeld,info@pflegedienst-benningsfeld.de,Sammelpostfach,089 24608646,,"Stuntzstr. 30 , 81677 München",München,Bayern
Pflegedienst Benz GmbH,info@pflegedienst-benz.de,Sammelpostfach,08825 2051,http://www.pflegedienst-benz.de,"Soiernstraße 8b , 82494 Krün",Krün,Bayern
Pflegedienst Benzler Elena Benzler,,,06431 9443208,,"Mainzer Str. 22 b, 65550 Limburg",Limburg,Hessen
Pflegedienst Berak GmbH,pflegedienstberak@gmail.com,Persönlich,02325 9444147,,"Bickernstr. 75, 44649 Herne",Herne,Nordrhein-Westfalen
Pflegedienst Bergauf,info@pflegedienst-bergauf.de,Sammelpostfach,08042 9740121,,"Hahnenkammweg 2a , 83646 Wackersberg",Wackersberg,Bayern
Pflegedienst Bergstraße Kanthavathany Selvanathan Amb. Pflegedienst SGB XI,,,06206 937857,,"Mainstr. 16, 68642 Bürstadt",Bürstadt,Baden-Württemberg
Pflegedienst Berlin City MT GmbH,info@pflegedienstberlincity.de,Sammelpostfach,030 67392184,,"Wassermannstr. 75, 12489 Berlin",Berlin,Berlin
Pflegedienst BERMI,nadine.bergmann@bermi.de,Persönlich,04163 8289942,http://www.bermi.de,"Cuxhavenerstraße 189, 21614 Buxtehude",Buxtehude,Schleswig-Holstein
Pflegedienst Bernardy Marion Bernardy,,,02683 9389016,,"Hauptstr. 8, 53567 Asbach",Asbach,Nordrhein-Westfalen
Pflegedienst Bernstein Essen GmbH,essen@pflegedienst-bernstein.de,Persönlich,0211 88939278,,"Vogelheimer Str. 25-27, 45326 Essen",Essen,Nordrhein-Westfalen
Pflegedienst Bernstein GmbH,info@pflegedienst-bernstein.de,Sammelpostfach,0211 88939278,,"Mettmanner Str. 24-26, 40233 Düsseldorf",Düsseldorf,Nordrhein-Westfalen
Pflegedienst Bertel GmbH,melanie.bertel@pflegedienst-bertel.de,Persönlich,0208 30438251,,"Stemmerstr. 8, 46145 Oberhausen",Oberhausen,Nordrhein-Westfalen
Pflegedienst Besser Umsorgt Inh. Semra Serin-Krüger,,,02636 9649630,,"Barbarossastr. 19 a, 53489 Sinzig",Sinzig,Nordrhein-Westfalen
Pflegedienst Bethanien,info@pflegedienst-bethanien.de,Sammelpostfach,05431 908857,http://www.pflegedienst-bethanien.de,"Artlandstraße 29, 49610 Quakenbrück",Quakenbrück,Niedersachsen
Pflegedienst Bethel Bad Oeynhausen gGmbH,PDOE@BethelNet.de,Persönlich,05731 983983,http://www.bethelnet.de,"Am Hambkebach 8, 32545 Bad Oeynhausen",Bad Oeynhausen,Nordrhein-Westfalen
Pflegedienst Bethel Berlin gGmbH,Cornelia.schroeder@bethelnet.de,Persönlich,030 77912700,http://www.bethelnet.de,"Boothstr. 30, 12207 Berlin",Berlin,Berlin
Pflegedienst Bethel Welzheim gemeinnützige GmbH,,,07182 8012548,,"Schorndorfer Str. 81, 73642 Welzheim",Welzheim,Baden-Württemberg
Pflegedienst Bethesda (Gronau),,,02562 9645905,,"Zum Lukas Krankenhaus 3, 48599 Gronau",Gronau,Nordrhein-Westfalen
Pflegedienst Bethesda (Hamm),info@bethesda-hamm.de,Sammelpostfach,02381 3071113,,"Bockumer Weg 234, 59065 Hamm",Hamm,Nordrhein-Westfalen
Pflegedienst Betty GmbH,elizabeta@pflegedienst-betty.de,Persönlich,0172 7012760,,"Heresbachstr. 46, 40223 Düsseldorf",Düsseldorf,Nordrhein-Westfalen
"Pflegedienst Beutel 
Inh. Titus Weingärtner",Pflegedienst_Beutel@t-online.de,Sammelpostfach,0345 5800532,,"Zur Hohen Bude 2, 06184 Kabelsketal",Kabelsketal,Sachsen-Anhalt
Pflegedienst Bianka Schädlich GmbH,info@krankenpflege-oberlungwitz.de,Sammelpostfach,03723 667755,,"Hofer Straße 104, 09353 Oberlungwitz",Oberlungwitz,Sachsen
Pflegedienst Bickert - Güthe UG (haftungsbeschränkt),info@pflege-bg.de,Sammelpostfach,02191 5989170,,"Bergisch-Born 129, 42897 Remscheid",Remscheid,Nordrhein-Westfalen
Pflegedienst Biene,info@pflegedienstbiene.de,Sammelpostfach,0345 52168954,,"Sonneberger Str. 15, 06116 Halle",Halle,Sachsen-Anhalt
Pflegedienst Bindewald Natascha Bindewald,,,06636 918428,,"Frauenbergstr. 3, 36329 Romrod",Romrod,Hessen
Pflegedienst Birgit Fritsch,info@pd-fritsch.de,Sammelpostfach,0231 7765940,,"Lenaustr. 2, 44536 Lünen",Lünen,Nordrhein-Westfalen
Pflegedienst Birgits Engel,info@pd-birgitsengel.de,Sammelpostfach,03423 6754964,,"Schreckerstraße 11, 04838 Eilenburg",Eilenburg,Thüringen
Pflegedienst Birgit Wagner,wagner.pdl@web.de,Persönlich,03763 443767,,"Kirchberg 16, 08373 Remse",Remse,Sachsen
Pflegedienst Black Forest GmbH  Ambulanter Pflegedienst,,,07082 9407588,,"Salmbacher Weg 35, 75331 Engelsbrand",Engelsbrand,Baden-Württemberg
Pflegedienst Bloch,pd-bloch@gmx.de,Persönlich,03533 4874019,,"Am Fuchsberg 2, 04932 Röderland",Röderland,Thüringen
Pflegedienst Blu 2 GmbH,vscimeca@pflegedienst-blu.de,Persönlich,0221 50296908,,"Robert-Perthel-Str. 19, 50739 Köln",Köln,Nordrhein-Westfalen
Pflegedienst Blu GmbH Sascha Weyerstraß,,,0221 70217999,,"Friedrich-Karl-Str. 123, 50735 Köln",Köln,Nordrhein-Westfalen
Pflegedienst Bobb GmbH,,,06727 8977147,,"Birkenstr. 2, 55457 Gensingen",Gensingen,Rheinland-Pfalz
Pflegedienst Böttger,n.boettger@pflege-boettger.de,Persönlich,03834 892300,http://www.pflegedienst-boettger-greifswald.de,"Vilmer Weg 2, 17493 Greifswald, Hansestadt",Hansestadt,Brandenburg
Pflegedienst Bohl GmbH,info@pflegedienst-bohl.de,Sammelpostfach,08458 3437371,http://www.pflegedienst-bohl.de,"Eitensheimer Str. 6 , 85114 Buxheim",Buxheim,Bayern
Pflegedienst Bonnitas,wuppertal@bonitas.de,Persönlich,0202 256227200,,"Platz der Republik 42, 42107 Wuppertal",Wuppertal,Nordrhein-Westfalen
Pflegedienst Braaksma,info@pflegedienst-braaksma.de,Sammelpostfach,02191 5600951,,"Am Bruch 21, 42857 Remscheid",Remscheid,Nordrhein-Westfalen
Pflegedienst Bräsel Inhaber Alexandra Freitag,pflegedienst-braesel@t-online.de,Sammelpostfach,03971 258550,http://www.pflegedienst-braesel.de,"Pasewalker Str. 27 a, 17389 Anklam",Anklam,Brandenburg
Pflegedienst Braunfels GmbH Ambulanter Pflegedienst,,,06442 9568359,,"Europaplatz 2, 35619 Braunfels",Braunfels,Hessen
Pflegedienst Brevita GmbH,,,0234 90415800,http://www.brevita-herne.de,"Hattinger Str. 989, 44879 Bochum",Bochum,Nordrhein-Westfalen
Pflegedienst Brigitte Trenzen,mail@pflegedienst-trenzen.de,Sammelpostfach,02253 2481,,"Klosterplatz 2, 53902 Bad Münstereifel",Bad Münstereifel,Nordrhein-Westfalen
Pflegedienst Brikmann Johannes Brikmann,,,06331 6080622,,"Zollerstr. 19, 66955 Pirmasens",Pirmasens,Saarland
Pflegedienst Britta Müller,britta.mueller@pflegedienst-bm.de,Persönlich,09261 950952,http://www.pflegedienst-bm.de,"Im Gries 10 , 96364 Marktrodach",Marktrodach,Bayern
Pflegedienst BroKou UG (haftungsbeschränkt),info@pflegedienst-brokou.de,Sammelpostfach,07391/7574853,https://www.pflegedienst-brokou.de,"Panoramastr. 25, 89608 Griesingen",Griesingen,Bayern
Pflegedienst Bruderhaus Ravensburg GmbH,pdl@pflegedienst-bruderhaus-ravensburg.de,Persönlich,0751 793400,http://www.bruderhaus-ravensburg.de,"Mauerstr. 19, 88213 Ravensburg",Ravensburg,Baden-Württemberg
Pflegedienst Bruder und Schwester,info@Pflegedienst-BS.com,Sammelpostfach,0231 72977157,http://www.pflegedienst-bs.com,"Königsheide 50, 44536 Lünen",Lünen,Nordrhein-Westfalen
Pflegedienst Brunkow,info@pflegedienst-brunkow.de,Sammelpostfach,0385 719569,http://www.pflegedienst-brunkow.de,"Kieler Straße 31 a, 19057 Schwerin",Schwerin,Mecklenburg-Vorpommern
Pflegedienst Bruns,info@pflegedienst-bruns.de,Sammelpostfach,04941 9802106,http://www.pflegedienst-bruns.de,"Ol Streek 14, 26607 Aurich",Aurich,Niedersachsen
Pflegedienst Buchenberger GmbH,,,08803 7409138,http://www.pflege-buchenberger.de,"Hauptstraße 37 , 82380 Peißenberg",Peißenberg,Bayern
Pflegedienst Bürger,fb@pflegedienst-buerger.de,Persönlich,03723 6298805,,"Nutzung 17, 09353 Oberlungwitz",Oberlungwitz,Sachsen
Pflegedienst Bürgerstift,buergerstift@memmingen.de,Persönlich,08331 927550,http://www.buergerstift.memmingen.de,"Spitalgasse 8 , 87700 Memmingen",Memmingen,Bayern
Pflegedienst Buersche Linde GmbH,pflegedienst@buersche-linde.de,Sammelpostfach,0209 58900267,,"Wörthstraße 33, 45894 Gelsenkirchen",Gelsenkirchen,Nordrhein-Westfalen
Pflegedienst Bultjer,,,,,"Korbacher Str. 218, 34132 Kassel",Kassel,Hessen
Pflegedienst Busch,info@pflegedienst-busch.de,Sammelpostfach,02303 5539840,http://www.pflegedienst-busch.com,"Käthe-Kollwitz-Ring 30a, 59423 Unna",Unna,Nordrhein-Westfalen
Pflegedienst Busch Inhaberin: Heike Falk,pflegedienst.busch@t-online.de,Sammelpostfach,03971 212993,http://www.pflegedienst-busch.de,"Pasewalker Allee 24, 17389 Anklam",Anklam,Brandenburg
Pflegedienst Busch Theres Busch,info@busch-pflegedienst.de,Sammelpostfach,08857 6929486,,"Kocheler Straße 10 , 83673 Bichl",Bichl,Bayern
Pflegedienst by Max GmbH & Co. KG,max@pflegedienst-by-max.de,Persönlich,02382 9680590,http://pflegedienst-spengel.de,"Schachtstraße 71, 59229 Ahlen",Ahlen,Nordrhein-Westfalen
Pflegedienst Calenberger Land,info@pflegedienst-calenberger-land.de,Sammelpostfach,05069 4805285,http://www.pflegedienst-calenberger-land.de,"Hauptstraße 61, 30982 Pattensen",Pattensen,Niedersachsen
Pflegedienst Care Comfort GmbH,info@care-comfort.de,Sammelpostfach,0231 98340010,http://www.care-comfort.de,"Kiefer Str. 41, 44225 Dortmund",Dortmund,Nordrhein-Westfalen
Pflegedienst Care Mobil Zahide Özyayla,info@pflegedienst-caremobil.de,Sammelpostfach,0212 22554771,,"Wilhelmshöhe 20, 42655 Solingen",Solingen,Nordrhein-Westfalen
Pflegedienst Care & More GmbH,pflegecaremore@gmail.com,Persönlich,0341 24925292,,"Landsberger Straße 1, 04157 Leipzig",Leipzig,Sachsen
Pflegedienst CareVision UG (haftungsbeschränkt),info@pflegedienst-carevision.de,Sammelpostfach,02433 8891067,,"Dr.-Ruben-Str. 36, 41836 Hückelhoven",Hückelhoven,Nordrhein-Westfalen
Pflegedienst Carla,pflegedienst-carla@outlook.de,Sammelpostfach,039778 20415,,"Am Feldrain 9, 17379 Ferdinandshof",Ferdinandshof,Brandenburg
Pflegedienst Carmen Ertmer GmbH,info@pflegedienst-ertmer.de,Sammelpostfach,036074 30044,,"Franz-Weinrich-Straße 9, 37339 Leinefelde-Worbis",Leinefelde-Worbis,Niedersachsen
Pflegedienst Carmen Richter,richter.ellingshausen@freenet.de,Persönlich,036949 20345,,"Dorfstraße 44, 98617 Ellingshausen",Ellingshausen,Thüringen
Pflegedienst CaRo GmbH,pflegedienstcaro25@gmail.com,Persönlich,03971 2930890,http://www.pflegedienst-caro.de,"Am Markt 11, 17389 Anklam",Anklam,Brandenburg
Pflegedienst Carolahöhe,altenheim-schandau@t-online.de,Persönlich,035022 43115,,"Berghangweg 4, 01814 Bad Schandau",Bad Schandau,Sachsen
Pflegedienst CaSa GmbH,info@pflegedienst-casa.de,Sammelpostfach,02191 4223522,,"Küppelsteiner Str. 35, 42857 Remscheid",Remscheid,Nordrhein-Westfalen
Pflegedienst Caspar & Dase,info@fachpflegedienst.de,Sammelpostfach,05130 975800,http://www.fachpflegedienst.de,"Industriestraße 40, 30900 Wedemark",Wedemark,Niedersachsen
Pflegedienst Cathrin Gutsche GmbH,gf@pflegedienstgutsche.de,Persönlich,03581 409900,,"Hohe Straße 34, 02828 Görlitz",Görlitz,Sachsen
Pflegedienst Catrin Elias GmbH,info@pflegedienst-elias.de,Sammelpostfach,037382 12432,,"Ebertstraße 23, 09326 Geringswalde",Geringswalde,Sachsen
Pflegedienst Cebrail GmbH Ambulante Pflege,,,06109 6964800,,"Hasenpfad 2, 63477 Maintal",Maintal,Hessen
Pflegedienst Cedrus GmbH Ambulanter Pflegedienst,,,0641 1316532,,"Stolzenmorgen 12, 35394 Gießen",Gießen,Hessen
Pflegedienst-Center Stoos und da Silva GbR,,,,,"Große Spillingsgasse 15, 60385 Frankfurt",Frankfurt,Hessen
Pflegedienst Christel GmbH,verwaltung@christelnet.de,Sammelpostfach,034206 67854,,"Freiherren-von-Friesen-Straße 2, 04571 Rötha",Rötha,Thüringen
Pflegedienst Christel Schmidt GmbH,info@pflegedienst-christel-schmidt.de,Sammelpostfach,02354 903664,http://www.pflegedienst-christel-schmidt.de,"Butmicke 3, 58540 Meinerzhagen",Meinerzhagen,Nordrhein-Westfalen
Pflegedienst Christiana GmbH,,,0231 529531,,"Kaiserstraße 61, 44135 Dortmund",Dortmund,Nordrhein-Westfalen
Pflegedienst Christiane Kellermann,pflegedienst-kellermann@t-online.de,Sammelpostfach,036375 649766,,"Goethestraße 25, 99638 Kindelbrück",Kindelbrück,Thüringen
Pflegedienst Christiane Weiß,christianeweiss1960@yahoo.de,Persönlich,03762 40097,,"Dänkritzer Straße 21, 08459 Neukirchen",Neukirchen,Sachsen
Pflegedienst Christina Fischer GmbH,info@pflegedienst-fischer.com,Sammelpostfach,09975 904700,http://www.pflegedienst-fischer.com,"Am Keller 6 , 93449 Waldmünchen-Geigant",Waldmünchen-Geigant,Bayern
Pflegedienst Christina Kördel GmbH Senioren- und Krankenpflege,,,0561 9701998,,"Crumbacher Str. 91, 34253 Lohfelden",Lohfelden,Hessen
Pflegedienst Christine Fleischer Inhaber Jennifer Jüchser,pflegedienst-fleischer-pausa@web.de,Sammelpostfach,037432 7785,,"Paul-Scharf-Straße 74, 07952 Pausa",Pausa,Thüringen
Pflegedienst Christine Wolf,kontakt@pflegedienst-wolf.com,Sammelpostfach,089 13038107,http://www.pflegedienst-wolf.com,"Hirschgartenallee 34 , 80639 München",München,Bayern
Pflegedienst Christoph Inh.Andreas Fedrowitz,pflegedienst-christoph@t-online.de,Sammelpostfach,02451 72455,,"Jan von Werth Str. 89, 52511 Geilenkirchen",Geilenkirchen,Nordrhein-Westfalen
Pflegedienst CIRCLE GmbH,,,06187 203270,,"Eugen-Kaiser-Str. 27, 61130 Nidderau",Nidderau,Hessen
Pflegedienst City Hanau PCH Oleg Tsilevich,,,06181 9065509,,"Hospitalstr. 3, 63450 Hanau",Hanau,Hessen
Pflegedienst CK,pflegedienstck@t-online.de,Persönlich,0231 1884772,,"Horstmarer Str. 30a, 44329 Dortmund",Dortmund,Nordrhein-Westfalen
Pflegedienst Clara Mobiler Pflegedienst,,,,,"Schulstr. 30 a, 64689 Grasellenbach",Grasellenbach,Hessen
Pflegedienst Claudia Claudia Schaab,,,,,"Schillerstr. 28, 64658 Fürth",Fürth,Hessen
"Pflegedienst
Claudia John",claudiajohn.pflegedienst@gmx.de,Persönlich,0345 68571951,,"Neustädter Passage 7/9, 06122 Halle",Halle,Sachsen-Anhalt
Pflegedienst Claussen,info@pflegedienst-claussen.de,Sammelpostfach,040 5236821,http://www.pflegedienst-claussen.de,"Tannenhofstraße 5, 22848 Norderstedt",Norderstedt,Schleswig-Holstein
Pflegedienst Coban GmbH,info@pflegedienstcoban.de,Sammelpostfach,040 23801111,,"Hoheluftchaussee 132, 20253 Hamburg",Hamburg,Hamburg
Pflegedienst Conny Schwärzel GmbH,,,06151 783065,,"Riedstr. 2, 64295 Darmstadt",Darmstadt,Hessen
Pflegedienst Conny Willmer,info@pflege-willmer.de,Sammelpostfach,0340 57117933,,"Erich-Weinert-Str. 16, 06847 Dessau-Roßlau",Dessau-Roßlau,Sachsen-Anhalt
Pflegedienst Cordis GmbH,info@cordis.one,Sammelpostfach,,,"Krefelder Str. 155, 47839 Krefeld",Krefeld,Nordrhein-Westfalen
Pflegedienst Cosel Madeleine Kappler,pflegedienst-cosel@web.de,Sammelpostfach,035973 644565,,"Schützenhausstraße 4, 01833 Stolpen",Stolpen,Sachsen
Pflegedienst Courage GmbH,,,05772 978690,,"Breslauer Str. 71, 32339 Espelkamp",Espelkamp,Nordrhein-Westfalen
Pflegedienst Cura Domus GbR Traude Probst Rüdiger Probst,,,07022 3039759,,"In der Au 6, 72622 Nürtingen",Nürtingen,Baden-Württemberg
Pflegedienst Cura GmbH,,,,,"Windsberger Str. 26, 66954 Pirmasens",Pirmasens,Saarland
Pflegedienst CuramuS GmbH,info@curamus-pflege.de,Sammelpostfach,03606 50780,,"Felgentor 1, 37308 Heilbad Heiligenstadt",Heilbad Heiligenstadt,Niedersachsen
Pflegedienst Curatio Care GmbH,info@pflegedienst-wassen.de,Sammelpostfach,02158 6923561,,"Hohe Str. 42, 47929 Grefrath",Grefrath,Nordrhein-Westfalen
Pflegedienst Curatio Evelyne Weber,,,06484 3370129,,"Am Sportplatz 26, 65614 Beselich",Beselich,Hessen
Pflegedienst Dänischburg,pflegedienst-daenischburg@gmx.de,Sammelpostfach,0451 47999899,,"Siemser Landstr. 28-34, 23569 Lübeck",Lübeck,Schleswig-Holstein
Pflegedienst Däumichen,pflegedienst-daeumichen@web.de,Sammelpostfach,035386 23494,,"An der Alten Ziegelei 1, 06925 Annaburg",Annaburg,Sachsen-Anhalt
Pflegedienst Dagmar März,pflege.maerz@web.de,Sammelpostfach,04821 4070840,,"Brunnenstr. 5, 25524 Itzehoe",Itzehoe,Schleswig-Holstein
Pflegedienst Dagmar Prettin Inhaber Christoph Prettin,D.Prettin-Pflegedienst@t-online.de,Persönlich,03831 3047914,http://www.pflegedienst-prettin.de,"Heinrich-Heine-Ring 105, 18435 Stralsund",Stralsund,Mecklenburg-Vorpommern
Pflegedienst Daheim (Werdau),mail@pflegedienst-daheim-werdau.de,Sammelpostfach,03761 4212200,,"Brühl 27, 08412 Werdau",Werdau,Sachsen
